order_id,warehouse_id,delivery_date,user_id
1781907,5,2020-02-02,436296
1781908,6,2020-02-02,580985
1781910,5,2020-02-02,666831
1781911,1,2020-02-01,758110
1781912,5,2020-02-01,499215
1781913,2,2020-02-01,10822
1781914,5,2020-02-01,758534
1781915,5,2020-02-01,741049
1781916,3,2020-02-02,758261
1781917,6,2020-02-01,758519
1781919,6,2020-02-02,670733
1781920,1,2020-02-01,561894
1781921,3,2020-02-02,475561
1781922,6,2020-02-01,756241
1781923,5,2020-02-01,758558
1781925,5,2020-02-06,614023
1781926,5,2020-02-02,609961
1781927,1,2020-02-01,508819
1781928,3,2020-02-01,758560
1781929,5,2020-02-02,758411
1781930,4,2020-02-01,672182
1781931,6,2020-02-01,71156
1781932,1,2020-02-03,517968
1781933,2,2020-02-01,758548
1781934,5,2020-02-01,647711
1781935,2,2020-02-02,529473
1781936,1,2020-02-01,168408
1781937,15,2020-02-04,758563
1781938,12,2020-02-01,708221
1781939,6,2020-02-02,577716
1781940,2,2020-02-02,66823
1781942,1,2020-02-02,758570
1781943,1,2020-02-02,746963
1781944,5,2020-02-01,632955
1781945,1,2020-02-01,279724
1781946,1,2020-02-01,495826
1781947,2,2020-02-05,536977
1781948,1,2020-02-01,726969
1781949,2,2020-02-02,674006
1781950,6,2020-02-01,82208
1781951,6,2020-02-06,164107
1781952,5,2020-02-02,271766
1781953,1,2020-02-01,635309
1781954,6,2020-02-02,758567
1781955,5,2020-02-02,292003
1781956,5,2020-02-02,89992
1781957,2,2020-02-02,619558
1781958,6,2020-02-02,758564
1781959,5,2020-02-01,240349
1781960,2,2020-02-01,758578
1781961,6,2020-02-02,758557
1781962,6,2020-02-01,168096
1781963,2,2020-02-02,414260
1781964,1,2020-02-01,98777
1781965,1,2020-02-01,80868
1781966,4,2020-02-01,672182
1781967,6,2020-02-02,758189
1781968,2,2020-02-01,749579
1781969,6,2020-02-01,751589
1781970,6,2020-02-01,758573
1781971,2,2020-02-01,758583
1781972,6,2020-02-02,702909
1781973,5,2020-02-02,476719
1781974,5,2020-02-01,68401
1781975,6,2020-02-03,290866
1781976,6,2020-02-01,679751
1781977,6,2020-02-02,278684
1781978,6,2020-02-02,335886
1781979,2,2020-02-02,495490
1781980,2,2020-02-01,544215
1781981,2,2020-02-02,694311
1781982,6,2020-02-02,489493
1781983,1,2020-02-02,714457
1781984,6,2020-02-01,512943
1781985,5,2020-02-02,630813
1781986,2,2020-02-02,599480
1781987,2,2020-02-02,370357
1781988,5,2020-02-02,554453
1781989,3,2020-02-02,269573
1781990,6,2020-02-01,758573
1781991,6,2020-02-02,709681
1781992,6,2020-02-01,529039
1781993,6,2020-02-01,758589
1781994,6,2020-02-02,557498
1781995,2,2020-02-02,267146
1781996,1,2020-02-01,587253
1781997,2,2020-02-02,739378
1781998,3,2020-02-02,336562
1781999,2,2020-02-02,594430
1782000,2,2020-02-02,233444
1782001,2,2020-02-02,621872
1782002,5,2020-02-01,254941
1782003,6,2020-02-01,754535
1782004,3,2020-02-01,80452
1782005,1,2020-02-01,758577
1782006,6,2020-02-01,750879
1782007,2,2020-02-02,475387
1782008,6,2020-02-01,463029
1782009,2,2020-02-02,677326
1782010,5,2020-02-01,531980
1782011,5,2020-02-02,112387
1782012,6,2020-02-02,209503
1782013,1,2020-02-01,744122
1782014,1,2020-02-01,560672
1782015,6,2020-02-04,186586
1782016,1,2020-02-02,235815
1782017,3,2020-02-02,758598
1782018,1,2020-02-02,506518
1782019,6,2020-02-02,754535
1782020,6,2020-02-01,715046
1782021,6,2020-02-01,758587
1782022,5,2020-02-04,476839
1782023,5,2020-02-02,499684
1782024,6,2020-02-02,458323
1782025,5,2020-02-04,476839
1782026,6,2020-02-03,65214
1782027,2,2020-02-11,553994
1782028,2,2020-02-02,558914
1782029,5,2020-02-02,758559
1782031,1,2020-02-01,453271
1782032,5,2020-02-01,758599
1782033,5,2020-02-01,635431
1782034,6,2020-02-02,758604
1782035,2,2020-02-02,758600
1782036,6,2020-02-01,679250
1782037,4,2020-02-01,672182
1782038,2,2020-02-02,743717
1782039,1,2020-02-01,758606
1782040,3,2020-02-02,750459
1782041,6,2020-02-02,23932
1782042,6,2020-02-02,641955
1782043,5,2020-02-02,673240
1782044,6,2020-02-02,749440
1782045,3,2020-02-02,750772
1782047,6,2020-02-01,192833
1782048,1,2020-02-02,208907
1782049,6,2020-02-02,257874
1782050,2,2020-02-02,743929
1782051,6,2020-02-03,298671
1782052,2,2020-02-02,758612
1782053,6,2020-02-02,669465
1782054,6,2020-02-01,504488
1782055,5,2020-02-01,168404
1782056,6,2020-02-02,655551
1782057,6,2020-02-03,647904
1782058,5,2020-02-01,435471
1782059,5,2020-02-02,171528
1782060,2,2020-02-03,219475
1782061,6,2020-02-03,580523
1782063,3,2020-02-03,31876
1782064,6,2020-02-02,406966
1782065,2,2020-02-01,541926
1782066,6,2020-02-02,614429
1782067,2,2020-02-03,253084
1782068,1,2020-02-01,458102
1782069,2,2020-02-03,471836
1782070,2,2020-02-03,234133
1782071,1,2020-02-01,734545
1782072,2,2020-02-02,278837
1782073,6,2020-02-02,737277
1782074,5,2020-02-03,138765
1782075,6,2020-02-01,47238
1782076,5,2020-02-01,533333
1782077,2,2020-02-02,758619
1782078,6,2020-02-02,646330
1782079,6,2020-02-02,758618
1782080,5,2020-02-01,758621
1782081,2,2020-02-01,118490
1782082,2,2020-02-02,396490
1782083,3,2020-02-02,752328
1782084,5,2020-02-02,439736
1782085,3,2020-02-01,164043
1782086,3,2020-02-01,754275
1782087,6,2020-02-01,469783
1782088,3,2020-02-01,596410
1782089,4,2020-02-01,657416
1782090,6,2020-02-01,758568
1782091,1,2020-02-02,758198
1782092,1,2020-02-02,462052
1782093,6,2020-02-01,709366
1782094,1,2020-02-03,49809
1782095,1,2020-02-01,699955
1782096,5,2020-02-01,521260
1782097,2,2020-02-01,752657
1782098,1,2020-02-02,581041
1782099,5,2020-02-01,665116
1782100,6,2020-02-03,638679
1782101,6,2020-02-01,297741
1782102,6,2020-02-01,758613
1782103,1,2020-02-01,758632
1782104,3,2020-02-03,669562
1782105,4,2020-02-01,672182
1782106,1,2020-02-02,182417
1782107,1,2020-02-01,211303
1782108,6,2020-02-01,696081
1782109,2,2020-02-01,46042
1782110,5,2020-02-01,293829
1782111,3,2020-02-01,758616
1782112,6,2020-02-01,758635
1782113,5,2020-02-01,684328
1782114,2,2020-02-02,756961
1782115,2,2020-02-01,507212
1782116,6,2020-02-01,758638
1782117,1,2020-02-02,339548
1782118,5,2020-02-01,296792
1782119,1,2020-02-02,598756
1782122,1,2020-02-03,758641
1782123,6,2020-02-02,566921
1782124,2,2020-02-02,317130
1782125,6,2020-02-01,206190
1782126,5,2020-02-02,218457
1782127,6,2020-02-02,618084
1782128,2,2020-02-01,561225
1782129,6,2020-02-03,233023
1782130,1,2020-02-02,595357
1782131,6,2020-02-02,654143
1782132,1,2020-02-02,94914
1782133,6,2020-02-01,150676
1782134,5,2020-02-02,114663
1782135,5,2020-02-01,737692
1782136,1,2020-02-02,473482
1782137,5,2020-02-02,133366
1782138,5,2020-02-02,611499
1782139,5,2020-02-02,508014
1782140,1,2020-02-02,713119
1782141,1,2020-02-02,674565
1782142,5,2020-02-01,387506
1782143,6,2020-02-01,223890
1782144,5,2020-02-01,758640
1782146,6,2020-02-02,428618
1782148,2,2020-02-02,372484
1782149,5,2020-02-01,757892
1782150,1,2020-02-02,121584
1782151,6,2020-02-01,758613
1782152,2,2020-02-01,89213
1782153,6,2020-02-01,308313
1782154,3,2020-02-02,463750
1782155,6,2020-02-01,472157
1782156,5,2020-02-02,481350
1782157,2,2020-02-01,464543
1782158,3,2020-02-02,589568
1782159,1,2020-02-02,514040
1782160,6,2020-02-01,698594
1782161,5,2020-02-01,758657
1782162,5,2020-02-02,431934
1782163,3,2020-02-02,705204
1782164,5,2020-02-01,207167
1782165,5,2020-02-01,628775
1782166,2,2020-02-02,325817
1782167,1,2020-02-01,104967
1782168,2,2020-02-02,753461
1782169,5,2020-02-03,58171
1782170,3,2020-02-02,749863
1782171,5,2020-02-02,464845
1782172,5,2020-02-01,758662
1782173,6,2020-02-02,666765
1782174,6,2020-02-02,496259
1782175,1,2020-02-02,758209
1782176,2,2020-02-01,663118
1782177,6,2020-02-04,758653
1782178,1,2020-02-02,758664
1782179,5,2020-02-01,372350
1782180,2,2020-02-01,758654
1782181,6,2020-02-02,298159
1782182,5,2020-02-01,758658
1782183,2,2020-02-02,671853
1782184,2,2020-02-01,615086
1782185,2,2020-02-04,444187
1782186,6,2020-02-01,456340
1782187,6,2020-02-02,67762
1782188,6,2020-02-02,689073
1782189,6,2020-02-01,592426
1782190,1,2020-02-02,221027
1782192,1,2020-02-02,235815
1782193,5,2020-02-02,731514
1782194,4,2020-02-01,681036
1782195,2,2020-02-01,309200
1782196,5,2020-02-01,758671
1782197,1,2020-02-02,309293
1782198,6,2020-02-02,754654
1782199,6,2020-02-01,386067
1782200,6,2020-02-02,318889
1782202,6,2020-02-01,25315
1782204,5,2020-02-03,735741
1782205,1,2020-02-01,743985
1782206,5,2020-02-02,758666
1782207,5,2020-02-02,486498
1782208,1,2020-02-02,447215
1782209,6,2020-02-02,758674
1782210,6,2020-02-02,758672
1782211,5,2020-02-02,86103
1782212,6,2020-02-03,563737
1782213,6,2020-02-02,579071
1782214,1,2020-02-02,443383
1782215,2,2020-02-02,758670
1782216,2,2020-02-01,450251
1782217,5,2020-02-02,639215
1782218,2,2020-02-02,350401
1782219,2,2020-02-02,646103
1782220,1,2020-02-02,754040
1782221,6,2020-02-02,368426
1782222,1,2020-02-02,589447
1782223,1,2020-02-02,583357
1782224,5,2020-02-02,448504
1782225,5,2020-02-02,758685
1782226,5,2020-02-02,229363
1782227,2,2020-02-01,256940
1782228,3,2020-02-01,752205
1782229,5,2020-02-02,492284
1782230,5,2020-02-01,528433
1782231,1,2020-02-02,4295
1782232,6,2020-02-01,482159
1782233,5,2020-02-02,555515
1782234,1,2020-02-02,654641
1782235,1,2020-02-02,621564
1782236,5,2020-02-01,460379
1782237,3,2020-02-01,272789
1782238,6,2020-02-01,583667
1782239,3,2020-02-01,140929
1782240,6,2020-02-01,453074
1782241,6,2020-02-02,216964
1782242,1,2020-02-03,589509
1782243,2,2020-02-02,185192
1782244,2,2020-02-02,693789
1782245,5,2020-02-02,417715
1782246,2,2020-02-02,442473
1782247,5,2020-02-01,571172
1782248,5,2020-02-02,755513
1782249,5,2020-02-01,758691
1782250,2,2020-02-01,481003
1782251,6,2020-02-02,454611
1782252,6,2020-02-01,212485
1782253,5,2020-02-02,697733
1782254,3,2020-02-01,152998
1782255,5,2020-02-04,196235
1782256,5,2020-02-01,758691
1782257,6,2020-02-02,155095
1782258,2,2020-02-02,161296
1782259,5,2020-02-02,757675
1782260,5,2020-02-03,678388
1782261,1,2020-02-02,111290
1782262,5,2020-02-01,758691
1782263,1,2020-02-02,101503
1782264,1,2020-02-02,410512
1782265,1,2020-02-04,451500
1782266,5,2020-02-01,696933
1782267,6,2020-02-01,379411
1782268,2,2020-02-02,309199
1782269,5,2020-02-04,630250
1782270,6,2020-02-01,557957
1782271,3,2020-02-02,747331
1782272,6,2020-02-01,647517
1782273,2,2020-02-02,528839
1782274,2,2020-02-02,645822
1782275,1,2020-02-02,225891
1782276,15,2020-02-01,758700
1782277,2,2020-02-01,368158
1782278,2,2020-02-03,603855
1782279,6,2020-02-02,577879
1782280,5,2020-02-02,337456
1782281,1,2020-02-02,575545
1782282,5,2020-02-02,229321
1782283,5,2020-02-01,561833
1782284,5,2020-02-02,753296
1782285,5,2020-02-02,750972
1782286,6,2020-02-02,283184
1782287,2,2020-02-02,694760
1782288,2,2020-02-02,125123
1782289,5,2020-02-03,758692
1782290,6,2020-02-02,758684
1782291,2,2020-02-03,717434
1782292,6,2020-02-02,757955
1782293,5,2020-02-02,757586
1782294,6,2020-02-02,114184
1782295,1,2020-02-02,503475
1782296,5,2020-02-03,758712
1782297,6,2020-02-03,757923
1782298,1,2020-02-02,668216
1782299,5,2020-02-03,104253
1782300,5,2020-02-02,576291
1782301,1,2020-02-02,11525
1782302,2,2020-02-02,91304
1782303,5,2020-02-02,163982
1782304,2,2020-02-02,469064
1782305,5,2020-02-02,533753
1782306,3,2020-02-02,758717
1782307,6,2020-02-02,563842
1782308,1,2020-02-02,255560
1782309,3,2020-02-02,125331
1782310,1,2020-02-02,618867
1782311,2,2020-02-02,555613
1782312,6,2020-02-02,455499
1782313,6,2020-02-02,753074
1782314,1,2020-02-02,567532
1782315,5,2020-02-02,478436
1782316,4,2020-02-01,672182
1782317,6,2020-02-02,419330
1782318,6,2020-02-02,756744
1782319,1,2020-02-02,486855
1782320,5,2020-02-02,634595
1782321,6,2020-02-02,758724
1782322,15,2020-02-02,758722
1782323,2,2020-02-03,758676
1782324,6,2020-02-02,750278
1782325,6,2020-02-02,517276
1782326,1,2020-02-02,176055
1782327,6,2020-02-02,55640
1782328,12,2020-02-01,637451
1782329,3,2020-02-02,758727
1782330,6,2020-02-02,758673
1782331,1,2020-02-02,758582
1782332,6,2020-02-04,281529
1782333,5,2020-02-03,758728
1782334,6,2020-02-02,192283
1782335,5,2020-02-02,720277
1782336,2,2020-02-02,684395
1782337,5,2020-02-02,431353
1782338,2,2020-02-02,758732
1782339,6,2020-02-02,671859
1782340,5,2020-02-02,85159
1782341,6,2020-02-02,299822
1782342,3,2020-02-02,27270
1782343,6,2020-02-02,308924
1782344,2,2020-02-02,758735
1782345,5,2020-02-02,691613
1782346,2,2020-02-02,758714
1782347,6,2020-02-02,327757
1782348,5,2020-02-02,554549
1782349,6,2020-02-02,725647
1782350,2,2020-02-02,208204
1782351,2,2020-02-02,594395
1782352,3,2020-02-02,755463
1782353,6,2020-02-02,287463
1782354,5,2020-02-02,758736
1782355,6,2020-02-02,545082
1782356,2,2020-02-02,604584
1782357,6,2020-02-02,289742
1782358,5,2020-02-02,339048
1782359,6,2020-02-03,364343
1782360,6,2020-02-02,502281
1782361,1,2020-02-02,599771
1782362,6,2020-02-02,613361
1782363,5,2020-02-02,128821
1782364,2,2020-02-02,210262
1782365,3,2020-02-02,696612
1782366,6,2020-02-02,472053
1782367,6,2020-02-02,627500
1782368,5,2020-02-02,686134
1782369,1,2020-02-02,264547
1782370,5,2020-02-02,268070
1782371,2,2020-02-02,195887
1782372,5,2020-02-02,594771
1782373,5,2020-02-04,604901
1782374,5,2020-02-02,446774
1782375,6,2020-02-02,758708
1782376,5,2020-02-02,700806
1782377,6,2020-02-02,626893
1782378,6,2020-02-03,757014
1782379,6,2020-02-02,758696
1782380,6,2020-02-02,45853
1782381,5,2020-02-02,240158
1782382,6,2020-02-03,622878
1782383,6,2020-02-02,606448
1782384,5,2020-02-02,731197
1782385,2,2020-02-02,758703
1782386,1,2020-02-02,247546
1782387,6,2020-02-02,341561
1782388,6,2020-02-02,298644
1782389,2,2020-02-02,173293
1782390,6,2020-02-02,736412
1782391,1,2020-02-03,533128
1782392,1,2020-02-02,131768
1782393,6,2020-02-02,285950
1782394,6,2020-02-02,516650
1782395,6,2020-02-02,758747
1782396,3,2020-02-02,758748
1782397,6,2020-02-03,758741
1782398,1,2020-02-02,621567
1782399,2,2020-02-02,758731
1782400,6,2020-02-02,130873
1782401,6,2020-02-02,278073
1782402,2,2020-02-02,91492
1782403,1,2020-02-02,452057
1782404,6,2020-02-03,740438
1782405,5,2020-02-02,559291
1782406,1,2020-02-02,621258
1782407,2,2020-02-02,591379
1782408,5,2020-02-02,411720
1782409,1,2020-02-02,536492
1782410,2,2020-02-02,270911
1782411,5,2020-02-02,140711
1782412,6,2020-02-02,428890
1782413,1,2020-02-02,474077
1782414,1,2020-02-02,758754
1782415,5,2020-02-02,749396
1782416,6,2020-02-02,625836
1782417,5,2020-02-02,460729
1782418,6,2020-02-02,40639
1782419,5,2020-02-02,618524
1782420,2,2020-02-03,692399
1782421,1,2020-02-02,743279
1782422,3,2020-02-02,753262
1782423,6,2020-02-02,469605
1782424,6,2020-02-02,598272
1782425,5,2020-02-02,582318
1782426,5,2020-02-02,683733
1782427,6,2020-02-02,469124
1782428,1,2020-02-02,758758
1782429,1,2020-02-02,595421
1782430,6,2020-02-02,644471
1782431,5,2020-02-02,117323
1782432,1,2020-02-02,132499
1782433,2,2020-02-03,126884
1782434,6,2020-02-02,561452
1782435,1,2020-02-02,424561
1782436,6,2020-02-02,243317
1782437,5,2020-02-02,263012
1782438,2,2020-02-02,743717
1782439,5,2020-02-02,571524
1782440,3,2020-02-02,753834
1782441,1,2020-02-02,126037
1782442,2,2020-02-03,666324
1782443,5,2020-02-02,698776
1782444,5,2020-02-02,513440
1782445,1,2020-02-02,45795
1782446,1,2020-02-02,512936
1782447,1,2020-02-02,758763
1782448,6,2020-02-02,243317
1782449,5,2020-02-02,381528
1782450,12,2020-02-01,758756
1782451,5,2020-02-02,758399
1782452,1,2020-02-03,634751
1782453,5,2020-02-04,303156
