order_id,warehouse_id,delivery_date,user_id
1783186,6,2020-02-02,597016
1783188,1,2020-02-02,523903
1783189,2,2020-02-02,577673
1783190,2,2020-02-02,753435
1783191,6,2020-02-02,445572
1783192,6,2020-02-02,697635
1783193,6,2020-02-02,62508
1783194,1,2020-02-02,628812
1783195,1,2020-02-02,92748
1783196,6,2020-02-02,758958
1783197,5,2020-02-02,701840
1783198,6,2020-02-02,126916
1783199,6,2020-02-02,358727
1783200,2,2020-02-02,453952
1783201,1,2020-02-02,701313
1783202,1,2020-02-02,758362
1783203,2,2020-02-02,201719
1783204,6,2020-02-03,696698
1783205,1,2020-02-02,707862
1783206,3,2020-02-03,121845
1783207,6,2020-02-02,751858
1783208,2,2020-02-02,541926
1783209,6,2020-02-02,633630
1783210,6,2020-02-02,93922
1783211,6,2020-02-02,481582
1783212,6,2020-02-02,184257
1783213,1,2020-02-02,649638
1783214,6,2020-02-02,607155
1783215,2,2020-02-02,130037
1783216,6,2020-02-02,477215
1783217,6,2020-02-02,268996
1783218,6,2020-02-02,467514
1783219,2,2020-02-02,659740
1783220,1,2020-02-02,537653
1783221,2,2020-02-03,494302
1783222,6,2020-02-02,569025
1783223,5,2020-02-02,2187
1783224,5,2020-02-02,491616
1783225,6,2020-02-03,758947
1783226,2,2020-02-02,614627
1783227,1,2020-02-02,149748
1783228,5,2020-02-02,432728
1783229,2,2020-02-02,614627
1783230,6,2020-02-02,134630
1783231,1,2020-02-02,248480
1783232,6,2020-02-02,665241
1783233,2,2020-02-02,597323
1783234,5,2020-02-02,169864
1783235,6,2020-02-02,186597
1783236,5,2020-02-02,542689
1783237,2,2020-02-02,620757
1783238,6,2020-02-02,687842
1783239,1,2020-02-02,758981
1783240,2,2020-02-02,667958
1783241,6,2020-02-02,747463
1783242,2,2020-02-02,544215
1783243,5,2020-02-02,696892
1783244,2,2020-02-02,286561
1783245,1,2020-02-02,145960
1783246,5,2020-02-02,531132
1783247,5,2020-02-03,28817
1783248,2,2020-02-02,575627
1783249,6,2020-02-03,257657
1783250,5,2020-02-02,91909
1783251,6,2020-02-02,512232
1783252,5,2020-02-02,296941
1783253,6,2020-02-02,172718
1783254,1,2020-02-02,336002
1783255,3,2020-02-03,524021
1783256,3,2020-02-02,523087
1783257,6,2020-02-02,157914
1783258,6,2020-02-02,126916
1783259,2,2020-02-02,559534
1783260,6,2020-02-02,87480
1783261,6,2020-02-02,681773
1783262,1,2020-02-02,758988
1783263,6,2020-02-03,601403
1783264,5,2020-02-02,302949
1783265,1,2020-02-02,379134
1783266,1,2020-02-02,199732
1783267,5,2020-02-02,626246
1783268,2,2020-02-02,604279
1783269,6,2020-02-02,340233
1783270,1,2020-02-02,169888
1783271,1,2020-02-02,561593
1783272,6,2020-02-07,222147
1783273,5,2020-02-02,536832
1783274,2,2020-02-02,347726
1783275,2,2020-02-02,627767
1783277,5,2020-02-02,533468
1783278,2,2020-02-03,711246
1783279,2,2020-02-02,429181
1783280,6,2020-02-03,758938
1783281,6,2020-02-03,635958
1783282,5,2020-02-02,670594
1783283,2,2020-02-02,592170
1783284,6,2020-02-02,80410
1783285,6,2020-02-02,196420
1783286,1,2020-02-02,638838
1783287,6,2020-02-02,607555
1783288,6,2020-02-02,567267
1783289,3,2020-02-02,624427
1783290,1,2020-02-03,598219
1783291,6,2020-02-02,746617
1783292,2,2020-02-03,322714
1783293,5,2020-02-02,531132
1783294,1,2020-02-02,476129
1783295,2,2020-02-02,90955
1783296,5,2020-02-02,447951
1783297,6,2020-02-02,261786
1783298,6,2020-02-02,452831
1783299,1,2020-02-02,485944
1783300,2,2020-02-02,326170
1783301,5,2020-02-02,504530
1783302,6,2020-02-02,305260
1783303,6,2020-02-03,358957
1783304,6,2020-02-04,538521
1783305,5,2020-02-02,758688
1783306,2,2020-02-02,361768
1783307,6,2020-02-02,340233
1783308,1,2020-02-02,758994
1783309,6,2020-02-02,758967
1783310,6,2020-02-02,453083
1783311,5,2020-02-02,744521
1783312,5,2020-02-02,646316
1783313,2,2020-02-03,482019
1783314,2,2020-02-05,472262
1783315,6,2020-02-02,597064
1783316,1,2020-02-02,740418
1783317,6,2020-02-02,221606
1783318,6,2020-02-02,473586
1783319,6,2020-02-02,141763
1783320,1,2020-02-02,647785
1783321,1,2020-02-02,51448
1783322,2,2020-02-03,660492
1783323,3,2020-02-02,483135
1783324,3,2020-02-02,116655
1783325,2,2020-02-02,117693
1783326,1,2020-02-03,584153
1783327,3,2020-02-02,732679
1783328,2,2020-02-02,758989
1783329,6,2020-02-02,56942
1783330,2,2020-02-04,107547
1783331,2,2020-02-02,622099
1783332,6,2020-02-04,637309
1783333,6,2020-02-04,637309
1783334,4,2020-02-01,672182
1783335,5,2020-02-02,204914
1783336,6,2020-02-02,475657
1783337,1,2020-02-02,275024
1783338,1,2020-02-02,84133
1783339,5,2020-02-02,182583
1783340,5,2020-02-04,511443
1783341,6,2020-02-02,187997
1783342,1,2020-02-02,435990
1783343,1,2020-02-02,559588
1783344,1,2020-02-02,187694
1783345,2,2020-02-02,758974
1783346,6,2020-02-02,428945
1783347,2,2020-02-02,455469
1783348,5,2020-02-02,750108
1783349,3,2020-02-02,690787
1783350,6,2020-02-02,670401
1783351,5,2020-02-02,247503
1783352,5,2020-02-02,612292
1783353,6,2020-02-04,736634
1783354,5,2020-02-02,77692
1783355,6,2020-02-02,622645
1783356,5,2020-02-02,758331
1783357,2,2020-02-12,613774
1783358,5,2020-02-02,519263
1783359,2,2020-02-02,674697
1783360,6,2020-02-02,264865
1783361,5,2020-02-02,487337
1783362,5,2020-02-03,186953
1783363,2,2020-02-02,483393
1783364,5,2020-02-02,297912
1783365,5,2020-02-02,694585
1783366,5,2020-02-03,52140
1783367,6,2020-02-02,275421
1783368,1,2020-02-02,669760
1783369,1,2020-02-02,19939
1783370,6,2020-02-02,470770
1783371,1,2020-02-03,207128
1783372,5,2020-02-02,436593
1783373,6,2020-02-02,92195
1783374,6,2020-02-02,116441
1783375,1,2020-02-02,758957
1783376,6,2020-02-02,138343
1783377,5,2020-02-02,108203
1783378,6,2020-02-02,590777
1783379,1,2020-02-02,426819
1783380,6,2020-02-02,590323
1783381,2,2020-02-03,246327
1783382,6,2020-02-02,87559
1783383,2,2020-02-02,326492
1783384,2,2020-02-04,604159
1783385,6,2020-02-03,255574
1783386,6,2020-02-02,707077
1783387,2,2020-02-02,450251
1783388,1,2020-02-02,632439
1783389,1,2020-02-02,730283
1783390,2,2020-02-02,533279
1783391,6,2020-02-02,672712
1783392,5,2020-02-02,111562
1783393,3,2020-02-02,759002
1783394,5,2020-02-02,727804
1783395,6,2020-02-02,759004
1783396,1,2020-02-02,275659
1783397,5,2020-02-02,561287
1783398,1,2020-02-02,89267
1783399,5,2020-02-02,758990
1783400,6,2020-02-02,69931
1783401,1,2020-02-02,463683
1783402,5,2020-02-02,759008
1783403,6,2020-02-02,617456
1783404,6,2020-02-02,518124
1783405,2,2020-02-04,491817
1783406,5,2020-02-02,325951
1783407,6,2020-02-02,758889
1783408,2,2020-02-02,219547
1783409,3,2020-02-02,732099
1783410,6,2020-02-03,22740
1783411,2,2020-02-02,555916
1783412,6,2020-02-02,743579
1783413,3,2020-02-02,752774
1783414,6,2020-02-02,756390
1783415,1,2020-02-02,695965
1783416,6,2020-02-02,644326
1783417,6,2020-02-02,7106
1783418,6,2020-02-06,521646
1783419,2,2020-02-02,476919
1783420,2,2020-02-02,759012
1783421,6,2020-02-02,448065
1783422,1,2020-02-02,69205
1783423,6,2020-02-02,739398
1783424,6,2020-02-02,442926
1783425,5,2020-02-02,474506
1783426,5,2020-02-03,545597
1783427,3,2020-02-02,334413
1783428,6,2020-02-02,728366
1783429,5,2020-02-02,596655
1783430,1,2020-02-02,733659
1783431,5,2020-02-02,758942
1783432,6,2020-02-02,191695
1783433,2,2020-02-07,563201
1783434,5,2020-02-02,487803
1783435,6,2020-02-02,226471
1783436,2,2020-02-02,217411
1783437,1,2020-02-02,116306
1783438,6,2020-02-02,743379
1783439,6,2020-02-02,430350
1783440,6,2020-02-02,333779
1783441,2,2020-02-02,183479
1783442,6,2020-02-02,518794
1783443,6,2020-02-02,320996
1783444,1,2020-02-02,121274
1783445,1,2020-02-02,224801
1783446,6,2020-02-02,180257
1783447,5,2020-02-02,64354
1783448,1,2020-02-02,488458
1783449,5,2020-02-02,593101
1783450,6,2020-02-02,247538
1783451,2,2020-02-04,486858
1783452,5,2020-02-02,614886
1783453,6,2020-02-02,299827
1783454,5,2020-02-02,176886
1783455,5,2020-02-02,344185
1783456,6,2020-02-02,428792
1783457,1,2020-02-03,471610
1783458,6,2020-02-02,101008
1783459,6,2020-02-02,722510
1783460,2,2020-02-02,531912
1783461,5,2020-02-02,345547
1783462,5,2020-02-02,163166
1783463,2,2020-02-02,759021
1783464,2,2020-02-02,415708
1783465,1,2020-02-02,558638
1783466,2,2020-02-02,573749
1783467,2,2020-02-02,634033
1783468,6,2020-02-02,549686
1783469,6,2020-02-02,752800
1783470,3,2020-02-02,726755
1783471,5,2020-02-02,566807
1783472,5,2020-02-02,577968
1783473,5,2020-02-04,334895
1783474,6,2020-02-02,480639
1783475,2,2020-02-02,254941
1783476,1,2020-02-03,101121
1783477,5,2020-02-02,686918
1783478,1,2020-02-02,464502
1783479,2,2020-02-10,530530
1783480,5,2020-02-02,507769
1783481,2,2020-02-02,201985
1783482,6,2020-02-02,627510
1783483,5,2020-02-02,146857
1783484,6,2020-02-03,603027
1783485,6,2020-02-02,442500
1783486,5,2020-02-02,697381
1783487,6,2020-02-02,187133
1783488,5,2020-02-02,586868
1783490,5,2020-02-03,577195
1783491,5,2020-02-02,497881
1783492,1,2020-02-02,116033
1783494,6,2020-02-02,564312
1783495,6,2020-02-03,618326
1783496,1,2020-02-02,218776
1783497,3,2020-02-05,639099
1783498,4,2020-02-01,672182
1783499,6,2020-02-03,759022
1783500,1,2020-02-02,715681
1783501,6,2020-02-02,754827
1783502,6,2020-02-02,623699
1783503,2,2020-02-02,604879
1783504,2,2020-02-03,313852
1783505,5,2020-02-03,58790
1783506,5,2020-02-02,646736
1783507,6,2020-02-03,272405
1783508,2,2020-02-02,282609
1783509,6,2020-02-02,130039
1783510,1,2020-02-02,91862
1783511,6,2020-02-02,759024
1783512,2,2020-02-03,759018
1783514,1,2020-02-02,655172
1783515,6,2020-02-02,200825
1783516,6,2020-02-02,759001
1783517,2,2020-02-02,759027
1783518,6,2020-02-03,105290
1783519,2,2020-02-02,758943
1783520,2,2020-02-02,147484
1783521,2,2020-02-02,758943
1783522,2,2020-02-02,475686
1783523,6,2020-02-03,166540
1783524,5,2020-02-02,627914
1783525,1,2020-02-02,746616
1783526,6,2020-02-02,244006
1783527,2,2020-02-02,448392
1783528,6,2020-02-02,759028
1783529,4,2020-02-01,672182
1783530,5,2020-02-02,726936
1783532,1,2020-02-02,759029
1783533,5,2020-02-02,586609
1783534,2,2020-02-02,166983
1783535,6,2020-02-03,196900
1783536,6,2020-02-02,238228
1783537,1,2020-02-02,759030
1783538,6,2020-02-05,600688
1783539,3,2020-02-02,226416
1783540,2,2020-02-02,684395
1783541,2,2020-02-02,74357
1783542,1,2020-02-02,736723
1783543,6,2020-02-05,636423
1783544,2,2020-02-02,476055
1783545,2,2020-02-03,378685
1783546,6,2020-02-02,759032
1783547,1,2020-02-02,516567
1783548,2,2020-02-04,759034
1783549,2,2020-02-03,556977
1783550,1,2020-02-03,230463
1783551,6,2020-02-03,744651
1783552,6,2020-02-03,39518
1783553,2,2020-02-03,529934
1783554,6,2020-02-02,519346
1783555,2,2020-02-03,306908
1783556,3,2020-02-03,242074
1783557,6,2020-02-03,748138
1783558,6,2020-02-03,566332
1783559,1,2020-02-03,669851
1783560,2,2020-02-03,698560
1783561,5,2020-02-03,759039
1783562,6,2020-02-03,496443
1783563,6,2020-02-03,490850
1783564,2,2020-02-04,759034
1783565,5,2020-02-02,678046
1783566,5,2020-02-06,615409
1783567,5,2020-02-03,496000
1783568,1,2020-02-03,576583
1783569,1,2020-02-03,89500
1783570,6,2020-02-03,748142
1783571,1,2020-02-03,714376
1783572,5,2020-02-03,367711
1783573,5,2020-02-02,217393
1783574,6,2020-02-03,758064
1783575,2,2020-02-03,609134
1783576,2,2020-02-03,372155
1783577,4,2020-02-02,672182
1783578,2,2020-02-03,727401
1783579,1,2020-02-03,759045
1783580,2,2020-02-03,460426
1783581,5,2020-02-03,759049
1783582,1,2020-02-03,185386
1783583,5,2020-02-03,594195
1783584,5,2020-02-03,677799
1783585,2,2020-02-03,758764
1783586,6,2020-02-03,279936
1783587,5,2020-02-03,670653
1783588,2,2020-02-03,309051
1783589,5,2020-02-03,192167
1783590,6,2020-02-03,90531
1783591,4,2020-02-02,679065
1783592,3,2020-02-03,743262
1783593,2,2020-02-03,717434
1783594,2,2020-02-03,243309
1783595,5,2020-02-03,423762
1783596,2,2020-02-04,476965
1783597,6,2020-02-04,550844
1783598,1,2020-02-03,328050
1783599,3,2020-02-03,683876
1783600,1,2020-02-02,516217
1783601,2,2020-02-03,453356
1783602,1,2020-02-02,584269
1783603,6,2020-02-03,636007
1783604,5,2020-02-03,511267
1783605,2,2020-02-02,600866
1783606,1,2020-02-02,34585
1783607,1,2020-02-02,188128
1783608,6,2020-02-03,530902
1783609,2,2020-02-03,588049
1783610,2,2020-02-03,313755
1783611,5,2020-02-02,352317
1783612,5,2020-02-02,100115
1783613,6,2020-02-02,298363
1783614,6,2020-02-02,427558
1783615,6,2020-02-02,699503
1783616,4,2020-02-02,672182
1783617,5,2020-02-02,102723
1783618,5,2020-02-02,124126
1783619,2,2020-02-03,759055
1783620,6,2020-02-03,759062
1783621,1,2020-02-03,218148
1783622,6,2020-02-02,202651
1783623,3,2020-02-02,743507
1783624,6,2020-02-03,150916
1783625,2,2020-02-02,253191
1783626,2,2020-02-02,495539
1783627,2,2020-02-08,746565
1783628,1,2020-02-07,390899
1783629,5,2020-02-03,759067
1783630,6,2020-02-03,633539
1783631,4,2020-02-02,672182
1783632,6,2020-02-02,735578
1783633,6,2020-02-02,590273
1783634,6,2020-02-03,271341
1783635,3,2020-02-07,467087
1783636,5,2020-02-02,587603
1783637,5,2020-02-03,457612
1783638,2,2020-02-04,702644
1783639,2,2020-02-02,635779
1783640,5,2020-02-03,717349
1783641,6,2020-02-03,483629
1783642,2,2020-02-03,618481
1783643,6,2020-02-03,675987
1783644,2,2020-02-02,262115
1783645,6,2020-02-03,389717
1783646,6,2020-02-03,712011
1783647,2,2020-02-03,545103
1783648,5,2020-02-02,367044
1783649,1,2020-02-02,640544
1783650,2,2020-02-03,574866
1783651,2,2020-02-02,549634
1783652,2,2020-02-02,701025
1783653,2,2020-02-02,95546
1783654,5,2020-02-02,423506
1783655,2,2020-02-05,518959
1783656,5,2020-02-02,9534
1783657,1,2020-02-03,651613
1783658,6,2020-02-02,500830
1783659,5,2020-02-03,244203
1783660,6,2020-02-03,754716
1783661,2,2020-02-02,731732
1783662,2,2020-02-03,123283
1783663,6,2020-02-07,602580
1783664,6,2020-02-02,542765
1783665,6,2020-02-03,624222
1783666,3,2020-02-03,744507
1783667,1,2020-02-02,442919
1783668,5,2020-02-03,460729
1783669,6,2020-02-03,622070
1783670,6,2020-02-04,232057
1783671,6,2020-02-02,733384
1783672,6,2020-02-02,623699
1783673,5,2020-02-03,748309
1783674,2,2020-02-03,462285
1783675,1,2020-02-03,632704
1783676,1,2020-02-02,754486
1783677,5,2020-02-04,673109
1783678,2,2020-02-08,615141
1783679,5,2020-02-02,278045
1783680,6,2020-02-02,571648
1783681,2,2020-02-03,743838
1783682,5,2020-02-02,484206
1783683,5,2020-02-03,750068
1783684,3,2020-02-02,80386
1783685,1,2020-02-03,509483
1783686,5,2020-02-02,161720
1783687,2,2020-02-03,204169
1783688,1,2020-02-02,759094
1783689,1,2020-02-03,709364
1783690,5,2020-02-02,176266
1783691,5,2020-02-02,71882
1783692,5,2020-02-02,636451
1783693,6,2020-02-03,543935
1783694,5,2020-02-02,357090
1783695,5,2020-02-02,759091
1783696,5,2020-02-03,749485
1783697,2,2020-02-02,270326
1783698,3,2020-02-03,535426
1783699,1,2020-02-03,758068
1783700,5,2020-02-03,49792
1783701,5,2020-02-03,618370
1783702,6,2020-02-03,759096
1783703,6,2020-02-03,528256
1783704,5,2020-02-03,469099
1783705,5,2020-02-02,313694
1783706,5,2020-02-03,754983
1783707,6,2020-02-03,579756
1783708,2,2020-02-03,529522
1783709,5,2020-02-02,74065
1783710,6,2020-02-03,584062
1783711,2,2020-02-03,175235
1783712,2,2020-02-02,759104
1783713,6,2020-02-02,576411
1783714,5,2020-02-03,571878
1783715,2,2020-02-02,635915
1783716,5,2020-02-02,559480
1783717,5,2020-02-02,697108
1783718,1,2020-02-02,155868
1783719,5,2020-02-03,757096
1783720,6,2020-02-03,416527
1783721,6,2020-02-03,367706
1783722,5,2020-02-04,673109
1783723,5,2020-02-04,673109
1783724,6,2020-02-03,630499
1783725,6,2020-02-02,745135
1783726,2,2020-02-10,579140
1783727,6,2020-02-03,35263
1783728,1,2020-02-02,567532
1783729,1,2020-02-03,567532
1783730,2,2020-02-08,512800
1783731,2,2020-02-02,644854
1783732,2,2020-02-03,380859
1783733,1,2020-02-02,691249
1783734,6,2020-02-02,360857
1783735,6,2020-02-02,244488
1783736,5,2020-02-02,759107
1783737,6,2020-02-02,518124
1783738,6,2020-02-03,662027
1783739,5,2020-02-02,457726
1783740,2,2020-02-03,723443
1783741,1,2020-02-02,179164
1783742,1,2020-02-03,204761
1783743,2,2020-02-02,132709
1783744,5,2020-02-02,759108
1783745,6,2020-02-02,759109
1783746,3,2020-02-02,541662
1783747,1,2020-02-02,258328
1783748,6,2020-02-03,583968
1783749,3,2020-02-03,568585
1783750,3,2020-02-02,542825
1783751,2,2020-02-04,177858
1783752,6,2020-02-02,453697
1783753,5,2020-02-03,2187
1783754,3,2020-02-03,546067
1783755,5,2020-02-02,632107
1783756,1,2020-02-02,591456
1783757,6,2020-02-03,238907
1783758,6,2020-02-02,759118
1783759,2,2020-02-02,638286
1783760,4,2020-02-02,672182
1783761,5,2020-02-02,619754
1783762,1,2020-02-02,131861
1783763,5,2020-02-02,208464
1783764,2,2020-02-03,354427
1783765,6,2020-02-02,701691
1783767,6,2020-02-03,67762
1783768,5,2020-02-02,759121
1783769,6,2020-02-02,713927
1783770,6,2020-02-02,695545
1783771,3,2020-02-03,759112
1783772,3,2020-02-03,559740
1783773,1,2020-02-02,723210
1783774,1,2020-02-03,629206
1783775,2,2020-02-02,756084
1783776,5,2020-02-02,445710
1783777,2,2020-02-03,627542
1783778,5,2020-02-03,13003
1783779,6,2020-02-05,560909
1783780,5,2020-02-03,755885
1783782,2,2020-02-03,407674
1783783,5,2020-02-02,759128
1783784,5,2020-02-07,724676
1783785,4,2020-02-02,679065
1783786,3,2020-02-02,114100
1783787,6,2020-02-02,697844
1783788,2,2020-02-03,87358
1783789,1,2020-02-02,364997
1783790,2,2020-02-02,552747
1783791,1,2020-02-03,759106
1783792,6,2020-02-03,583667
1783793,1,2020-02-02,493092
1783794,1,2020-02-02,759132
1783795,2,2020-02-03,759131
1783796,5,2020-02-03,689439
1783797,1,2020-02-02,181661
1783798,12,2020-02-02,637451
1783799,5,2020-02-03,758134
1783800,1,2020-02-02,759134
1783801,5,2020-02-02,481620
1783802,1,2020-02-02,517616
1783803,1,2020-02-02,65130
1783804,2,2020-02-03,668326
1783805,5,2020-02-03,319411
1783806,1,2020-02-03,5053
1783807,5,2020-02-02,355010
1783808,6,2020-02-02,641346
1783809,1,2020-02-03,759137
1783810,1,2020-02-02,751413
1783811,1,2020-02-03,271545
1783812,6,2020-02-03,258606
1783813,6,2020-02-03,551168
1783814,6,2020-02-03,759142
1783815,5,2020-02-02,444563
1783816,2,2020-02-02,263005
1783817,6,2020-02-03,684113
1783818,6,2020-02-03,532458
1783819,2,2020-02-03,716166
1783820,6,2020-02-02,746524
1783821,1,2020-02-02,514299
1783822,5,2020-02-02,561753
1783823,5,2020-02-02,759143
1783824,1,2020-02-03,756508
1783825,5,2020-02-03,750662
1783826,2,2020-02-02,279013
1783827,6,2020-02-02,496522
1783828,6,2020-02-03,702539
1783829,6,2020-02-03,14827
1783830,6,2020-02-03,268822
1783831,2,2020-02-02,207999
1783832,1,2020-02-02,286531
1783833,5,2020-02-02,259204
1783834,5,2020-02-03,653270
1783835,6,2020-02-02,506589
1783836,5,2020-02-02,656052
1783837,2,2020-02-02,248330
1783838,5,2020-02-03,395577
1783839,6,2020-02-02,759144
1783840,6,2020-02-03,759139
1783841,2,2020-02-03,108351
1783842,2,2020-02-03,279357
1783843,5,2020-02-02,758930
1783844,1,2020-02-02,759146
1783845,5,2020-02-02,662148
1783846,6,2020-02-03,171720
1783847,1,2020-02-02,739024
1783848,6,2020-02-02,489792
1783849,2,2020-02-03,590256
1783850,5,2020-02-02,463597
1783851,5,2020-02-02,758948
1783852,6,2020-02-03,759148
1783853,3,2020-02-03,460765
1783854,5,2020-02-03,750633
1783855,1,2020-02-02,674515
1783856,3,2020-02-02,456217
1783858,6,2020-02-02,748930
1783859,5,2020-02-02,606582
1783860,5,2020-02-02,759126
1783861,1,2020-02-02,632651
1783862,6,2020-02-03,759155
1783863,2,2020-02-03,665569
1783864,2,2020-02-03,655870
1783865,5,2020-02-02,662119
1783866,5,2020-02-02,432717
1783867,1,2020-02-02,114010
1783868,3,2020-02-03,542749
1783869,1,2020-02-02,758543
1783870,2,2020-02-03,102352
1783871,1,2020-02-02,280289
1783872,5,2020-02-03,552210
1783873,2,2020-02-03,545690
1783874,5,2020-02-03,750644
1783875,2,2020-02-03,586196
1783876,5,2020-02-03,475206
1783877,5,2020-02-02,759157
1783878,5,2020-02-02,669986
1783879,2,2020-02-03,564560
1783880,1,2020-02-02,643977
1783881,1,2020-02-02,607091
1783882,6,2020-02-03,109923
1783883,5,2020-02-03,312915
1783884,5,2020-02-02,587842
1783885,5,2020-02-02,534145
1783886,1,2020-02-02,30764
1783887,6,2020-02-02,738162
1783888,1,2020-02-03,566257
1783889,2,2020-02-03,488221
1783890,5,2020-02-02,633410
1783891,2,2020-02-03,235170
1783892,6,2020-02-02,638640
1783893,2,2020-02-04,465875
1783894,3,2020-02-02,656785
1783895,5,2020-02-02,702486
1783896,1,2020-02-02,420801
1783897,6,2020-02-03,104853
1783898,3,2020-02-03,250153
1783899,2,2020-02-02,753980
1783900,5,2020-02-02,132298
1783901,6,2020-02-02,758467
1783902,1,2020-02-03,574103
1783903,6,2020-02-03,619211
1783904,6,2020-02-03,648407
1783905,5,2020-02-05,690662
1783906,6,2020-02-02,424613
1783908,2,2020-02-02,758943
1783909,5,2020-02-03,727807
1783910,1,2020-02-03,446703
1783911,6,2020-02-03,470570
1783912,6,2020-02-03,173354
1783913,1,2020-02-02,759167
1783914,2,2020-02-03,759171
1783915,6,2020-02-03,487326
1783917,6,2020-02-02,121423
1783918,2,2020-02-03,47666
1783919,2,2020-02-02,257262
1783921,2,2020-02-03,739009
1783922,1,2020-02-02,170288
1783924,5,2020-02-03,459376
1783925,6,2020-02-05,754239
1783926,5,2020-02-03,706982
1783927,5,2020-02-03,68228
1783928,5,2020-02-02,730401
1783929,2,2020-02-02,644628
1783930,2,2020-02-02,114440
1783931,6,2020-02-02,242277
1783932,1,2020-02-02,759176
1783933,1,2020-02-02,687013
1783934,3,2020-02-03,759179
1783935,5,2020-02-02,499515
1783936,1,2020-02-03,724179
1783937,1,2020-02-03,655202
1783938,1,2020-02-02,500056
1783939,6,2020-02-02,758051
1783940,6,2020-02-02,474158
1783942,1,2020-02-02,611767
1783943,2,2020-02-03,315821
1783944,5,2020-02-02,727509
1783947,6,2020-02-03,759178
1783948,2,2020-02-02,453509
1783949,6,2020-02-02,112932
1783950,2,2020-02-02,504346
1783951,1,2020-02-02,687013
1783952,1,2020-02-02,572791
1783953,3,2020-02-02,753693
1783954,2,2020-02-02,688461
1783955,1,2020-02-04,277869
1783956,3,2020-02-03,759179
1783957,1,2020-02-02,281402
1783958,2,2020-02-03,680539
1783959,6,2020-02-02,759166
1783962,1,2020-02-02,750383
1783963,2,2020-02-28,604713
1783964,2,2020-02-02,480321
1783965,2,2020-02-03,759035
1783966,3,2020-02-02,759191
1783967,3,2020-02-03,759192
1783968,5,2020-02-02,759193
1783969,5,2020-02-03,116458
1783970,2,2020-02-02,512920
1783971,5,2020-02-02,598358
1783972,5,2020-02-03,79721
1783973,5,2020-02-03,749348
1783974,6,2020-02-03,689855
1783975,2,2020-02-03,495973
1783976,5,2020-02-02,45640
1783977,2,2020-02-03,444265
1783978,5,2020-02-02,508304
1783979,6,2020-02-03,684689
1783980,1,2020-02-03,669760
1783981,6,2020-02-03,757789
1783982,2,2020-02-04,759198
1783983,3,2020-02-02,759200
1783984,1,2020-02-03,759202
1783985,2,2020-02-03,725449
1783986,6,2020-02-03,759102
1783987,3,2020-02-03,759204
1783988,1,2020-02-03,623194
1783989,1,2020-02-03,613714
1783990,5,2020-02-03,753793
1783991,6,2020-02-02,687853
1783992,6,2020-02-03,755827
1783993,1,2020-02-03,669707
1783994,2,2020-02-03,744981
1783995,6,2020-02-03,698826
1783996,5,2020-02-03,650252
1783997,5,2020-02-03,705033
1783998,3,2020-02-02,741739
1783999,1,2020-02-03,448248
1784000,1,2020-02-04,759207
1784001,2,2020-02-05,708662
1784002,2,2020-02-03,590404
1784003,5,2020-02-03,687435
1784004,1,2020-02-03,278183
1784005,6,2020-02-02,333259
1784006,1,2020-02-03,401247
1784007,5,2020-02-04,624476
1784008,2,2020-02-03,759163
1784009,5,2020-02-03,719657
1784010,6,2020-02-03,599266
1784011,6,2020-02-03,758926
1784012,2,2020-02-03,749557
1784013,3,2020-02-02,631410
1784014,6,2020-02-03,597284
1784015,3,2020-02-02,513535
1784016,6,2020-02-03,301847
1784017,6,2020-02-03,514418
1784018,2,2020-02-03,305658
1784019,5,2020-02-03,255761
1784020,3,2020-02-02,513535
1784021,5,2020-02-03,21393
1784022,3,2020-02-02,759211
1784023,6,2020-02-05,706770
1784024,6,2020-02-03,754111
1784025,6,2020-02-03,86715
1784026,4,2020-02-02,672182
1784027,3,2020-02-03,759173
1784028,1,2020-02-03,22460
1784029,4,2020-02-02,679065
1784030,6,2020-02-03,583500
1784031,3,2020-02-02,694730
1784032,2,2020-02-03,155868
1784033,6,2020-02-03,331874
1784034,6,2020-02-03,759180
1784035,2,2020-02-03,650259
1784036,1,2020-02-03,759129
1784037,2,2020-02-03,168865
1784038,2,2020-02-03,265352
1784039,6,2020-02-03,67553
1784040,5,2020-02-03,758762
1784041,6,2020-02-02,437047
1784043,2,2020-02-03,318369
1784044,1,2020-02-03,641483
1784045,1,2020-02-03,405087
1784046,6,2020-02-03,97488
1784047,6,2020-02-03,196956
1784048,5,2020-02-03,749905
1784049,6,2020-02-03,590323
1784050,5,2020-02-03,759182
1784051,2,2020-02-03,695231
1784052,2,2020-02-03,714329
1784053,1,2020-02-03,671187
1784054,3,2020-02-02,610606
1784055,6,2020-02-03,590323
1784056,5,2020-02-03,399213
1784057,5,2020-02-03,433388
1784058,2,2020-02-03,665379
1784059,2,2020-02-03,441704
1784060,1,2020-02-03,607495
1784061,6,2020-02-03,759147
1784062,6,2020-02-03,577878
1784063,2,2020-02-03,386697
1784064,1,2020-02-03,532325
1784065,2,2020-02-03,492100
1784066,6,2020-02-03,752929
1784067,1,2020-02-03,366008
1784068,6,2020-02-03,557262
1784069,3,2020-02-02,578684
1784070,1,2020-02-03,101503
1784071,5,2020-02-03,480302
1784072,2,2020-02-03,683590
1784073,6,2020-02-03,425532
1784074,2,2020-02-03,759044
1784075,5,2020-02-03,732241
1784076,2,2020-02-03,759235
1784078,2,2020-02-03,272334
