product_id,height,width,length,weight,can_mix
280716,5,3.5,9.3,1,Food
280717,5,10,1.5,30,Food
280718,5,0.4,12.2,20,Food
280719,5,1.9,9.8,10,Food
280720,5,5,5,1,Food
280721,5,2.5,10.1,1,Food
280722,5,3.3,10.7,30,Food
280723,5,16,3.5,20,Food
280724,5,2.5,11.5,28,Food
280725,5,3.7,9.5,40,Food
280726,5,3.5,16,3,Food
280727,5,5,20,500,Food
280728,5,5,5,1,Food
280729,5,8,14.3,1,Food
280730,5,12.2,1.6,10,Food
280731,5,2,13.6,20,Food
280732,5,3.5,13.6,60,Food
280733,5,2,2,1,Food
280734,5,8,2,20,Food
280735,5,1.8,12.3,28,Food
280736,5,2,12.5,14,Food
280737,5,2.5,12,30,Food
280738,5,5,13.5,60,Food
280739,5,3.5,16,300,Food
280740,5,2.3,12.4,30,Food
280741,5,2,10.5,15,Food
280742,5,12.4,2.2,30,Food
280743,5,1.7,11.6,10,Food
280744,5,10.7,3.1,30,Food
280745,5,16,3.5,20,Food
280746,5,3,12,30,Food
280747,5,3,12,30,Food
280748,5.05,10.67,5.05,120,Food
280749,5.1,16,3.5,60,Food
280750,5.1,1.5,5.1,15,Food
280751,5.1,2.1,9.8,10,Food
280752,5.1,3.1,8.3,30,Food
280753,5.1,3.1,8.3,30,Food
280754,5.1,2.4,8.3,20,Food
280755,5.1,2.4,8.3,10,Food
280756,5.1,3.2,14.5,26,Food
280757,5.1,8.3,2.4,20,Food
280758,5.1,1.5,8.3,10,Food
280759,5.1,1.4,7.4,30,Food
280760,5.1,3.5,8.3,100,Food
280761,5.1,8.2,2,28,Food
280762,5.1,8.2,2,28,Food
280763,5.1,8.2,2,28,Food
280764,5.2,4.7,11.2,100,Food
280765,5.2,3.2,7.6,10,Food
280766,5.2,1.5,10,2,Food
280767,5.2,12.1,2.2,14,Food
280768,5.2,3.2,8.2,1,Food
280769,5.2,9,4,100,Food
280770,5.2,1.5,10,1,Food
280771,5.2,6.9,6.9,50,Food
280772,5.2,1.5,11.5,30,Food
280773,5.2,10.5,2,14,Food
280774,5.2,10,1.5,5,Food
280775,5.2,2.2,13.4,30,Food
280776,5.2,2,10.2,28,Food
280777,5.2,2,10.2,21,Food
280778,5.2,2,10.2,1,Food
280779,5.2,4.4,6.9,2,Food
280780,5.2,4.4,6.9,12,Food
280781,5.2,9.8,3.7,30,Food
280782,5.2,7.5,1.9,30,Food
280783,5.3,5.2,12.7,120,Food
280784,5.3,5.3,4.3,30,Food
280785,5.3,1.6,10,21,Food
280786,5.3,1.6,10,28,Food
280787,5.3,5.3,12.6,120,Food
280788,5.3,1.6,10,28,Food
280789,5.3,2.4,10,30,Food
280790,5.3,3.7,9.8,30,Food
280791,5.3,0.7,14,30,Food
280792,5.3,4.5,10.5,28,Food
280793,5.3,1.9,12.3,14,Food
280794,5.3,1.9,12.3,28,Food
280795,5.3,1.9,10.7,28,Food
280796,5.3,10.74,1.74,30,Food
280797,5.4,11.4,5.4,60,Food
280798,5.4,1.9,10,10,Food
280799,5.4,1.9,12.4,10,Food
280800,5.4,5.1,8.3,60,Food
280801,5.5,2.6,2.6,1,Food
280802,5.5,12.5,5.5,120,Food
280803,5.5,3.6,11.7,50,Food
280804,5.5,11.5,3.4,60,Food
280805,5.5,9,3.5,8,Food
280806,5.5,1.8,8.7,28,Food
280807,5.5,11.6,2,28,Food
280808,5.5,2,8,30,Food
280809,5.5,9,3.5,1,Food
280810,5.5,2.2,7.5,20,Food
280811,5.5,5.5,10.7,60,Food
280812,5.5,9.9,1.5,60,Food
280813,5.5,5.5,12.7,120,Food
280814,5.5,9,3.5,1,Food
280815,5.5,1.8,15,14,Food
280816,5.5,3,8,30,Food
280817,5.5,6,11,1,Food
280818,5.5,1.5,10,21,Food
280819,5.5,3,11,28,Food
280820,5.5,3,11,28,Food
280821,5.5,3,11,28,Food
280822,5.5,17,27.5,100,Food
280823,5.5,1.5,11,10,Food
280824,5.5,1.8,11,30,Food
280825,5.5,4,8.6,35,Food
280826,5.5,3.2,10,30,Food
280827,5.5,5.5,11.8,2,Food
280828,5.55,1.75,11.55,28,Food
280829,5.55,2.05,11.55,30,Food
280830,5.6,1.7,9.2,10,Food
280831,5.6,19.6,5.4,240,Food
280832,5.6,7.7,1.5,4,Food
280833,5.6,2,11,20,Food
280834,5.6,11.6,2.1,30,Food
280835,5.6,14.7,2.6,8,Food
280836,5.6,2.2,11.2,15,Food
280837,5.6,4.9,9.9,1,Food
280838,5.6,9.3,10,60,Food
280839,5.6,6.5,8.5,60,Food
280840,5.6,1.2,7.8,1,Food
280841,5.7,1.8,7.5,15,Food
280842,5.7,13.9,1.8,21,Food
280843,5.7,13.6,2.4,50,Food
280844,5.7,5.7,10.95,100,Food
280845,5.7,5.7,10.95,120,Food
280846,5.7,1.2,7.8,20,Food
280847,5.7,5.7,10.95,120,Food
280848,5.7,3.5,12,50,Food
280849,5.7,2,9.7,20,Food
280850,5.7,10.5,2,28,Food
280851,5.7,11.7,2.1,6,Food
280852,5.7,2.6,9.2,30,Food
280853,5.7,16,4.6,100,Food
280854,5.7,7.8,1.6,1,Food
280855,5.7,5.5,5.5,1,Food
280856,5.7,5.75,10.9,100,Food
280857,5.7,2.5,9.5,30,Food
280858,5.7,5.7,11,120,Food
280859,5.7,2,13,7,Food
280860,5.8,11.2,5.8,100,Food
280861,5.8,11.6,3.2,60,Food
280862,5.8,2.3,10,16,Food
280863,5.8,2.3,10,30,Food
280864,5.8,2,15.4,28,Food
280865,5.8,9.2,1.8,20,Food
280866,5.8,9.6,4,24,Food
280867,5.8,2,15.2,28,Food
280868,5.8,3.2,15.3,56,Food
280869,5.8,9.5,4,15,Food
280870,5.8,9.5,4,30,Food
280871,5.8,6,8,10,Food
280872,5.8,2.81,1.97,15,Food
280873,5.8,2.1,13,30,Food
280874,5.8,13.4,2,30,Food
280875,5.8,3.5,3.5,50,Food
280876,5.8,3.5,3.5,50,Food
280877,5.8,3.5,3.5,50,Food
280878,5.8,3.5,3.5,50,Food
280879,5.8,3.5,3.5,50,Food
280880,5.8,12,3.2,30,Food
280881,5.8,5,7.6,28,Food
280882,5.8,3.5,3.5,50,Food
280883,5.9,11.4,2.4,14,Food
280884,5.9,9.1,7.3,90,Food
280885,5.9,5.9,5.7,1,Food
280886,5.9,1.5,10,21,Food
280887,5.9,1.5,10,21,Food
280888,5.9,2.1,13.3,14,Food
280889,5.9,3.9,7.8,28,Food
280890,6,1.7,8,4,Food
280891,6,2.5,11.6,10,Food
280892,6,1.8,8.5,1,Food
280893,6,2.1,9.4,10,Food
280894,6,9.6,1.5,6,Food
280895,6,1.5,4.4,20,Food
280896,6,4,9.3,40,Food
280897,6,3.6,11,10,Food
280898,6,1,12,10,Food
280899,6,2.7,2.7,20,Food
280900,6,2.7,2.7,15,Food
280901,6,1.5,14,20,Food
280902,6,9,2,10,Food
280903,6,2.7,13.7,30,Food
280904,6,7.1,9,1,Food
280905,6,9,2,24,Food
280906,6,3,13.7,30,Food
280907,6,4,8,28,Food
280908,6,4,8,28,Food
280909,6,6,17,250,Food
280910,6,2.7,10.2,3,Food
280911,6,2.5,15,30,Food
280912,6,2.5,15,30,Food
280913,6,3.5,3.5,50,Food
280914,6,3.5,3.5,50,Food
280915,6,11.6,2.2,30,Food
280916,6,8.5,5,60,Food
280917,6,5.5,6,1,Food
280918,6.1,11,8,100,Food
280919,6.1,4.3,1.8,8,Food
280920,6.1,6.1,5.2,60,Food
280921,6.1,2,12.3,14,Food
280922,6.1,12.1,3.3,15,Food
280923,6.1,8.1,8.1,14,Food
280924,6.1,6.1,6.1,50,Food
280925,6.1,10.2,2.1,6,Food
280926,6.1,1.8,8.3,25,Food
280927,6.1,2.4,2.4,4,Food
280928,6.2,4.3,8.1,50,Food
280929,6.2,2.5,2.5,15,Food
280930,6.2,1,8,10,Food
280931,6.2,12.3,1.7,10,Food
280932,6.2,4.3,8.1,50,Food
280933,6.2,1.3,7.2,1,Food
280934,6.2,1.5,10.1,12,Food
280935,6.2,2.6,8,30,Food
280936,6.2,8.1,6.2,30,Food
280937,6.2,8.1,2,20,Food
280938,6.2,8.6,5.2,60,Food
280939,6.2,8.2,2,14,Food
280940,6.2,8.1,2,10,Food
280941,6.2,13.8,1,10,Food
280942,6.2,1.7,12.2,1,Food
280943,6.2,8,1.8,30,Food
280944,6.2,2,8.6,20,Food
280945,6.2,11,6.2,120,Food
280946,6.2,3,8.2,28,Food
280947,6.2,2,7.5,4,Food
280948,6.2,4.5,8,300,Food
280949,6.2,4,8.2,28,Food
280950,6.3,2.4,2.4,10,Food
280951,6.3,8.3,3,30,Food
280952,6.3,1.8,9.2,30,Food
280953,6.3,6.3,15,3,Food
280954,6.3,8.7,2,30,Food
280955,6.3,9.1,2.4,70,Food
280956,6.3,8.2,2,10,Food
280957,6.3,8.2,5.3,50,Food
280958,6.3,8.3,2,30,Food
280959,6.3,1.8,9.2,28,Food
280960,6.3,3.5,9.2,30,Food
280961,6.3,3.5,9.2,30,Food
280962,6.3,4.1,4.1,16,Food
280963,6.3,1.5,8.5,10,Food
280964,6.3,2.7,8.5,30,Food
280965,6.3,8.3,15.5,50,Food
280966,6.39,8.28,2.03,10,Food
280967,6.4,8.2,2,10,Food
280968,6.4,17,3.7,30,Food
280969,6.4,2.2,2.2,10,Food
280970,6.4,2,12.4,14,Food
280971,6.4,8.3,2,10,Food
280972,6.4,8.4,2.1,20,Food
280973,6.4,8.3,2,20,Food
280974,6.4,8.3,2,10,Food
280975,6.4,2,12.4,28,Food
280976,6.4,9,1.2,10,Food
280977,6.4,8,2.9,30,Food
280978,6.4,5.6,8.4,14,Food
280979,6.4,1.8,9.7,30,Food
280980,6.4,7.5,8,60,Food
280981,6.4,8.2,1.7,10,Food
280982,6.4,2,11.5,60,Food
280983,6.4,1.3,8.6,10,Food
280984,6.4,3.4,8.4,30,Food
280985,6.4,3.2,15.6,1,Food
280986,6.4,8.9,1.2,10,Food
280987,6.4,8.4,5.6,60,Food
280988,6.4,8.6,3.2,40,Food
280989,6.4,8.5,2.1,7,Food
280990,6.4,8.5,3.1,30,Food
280991,6.5,2,11.5,14,Food
280992,6.5,2,11.5,14,Food
280993,6.5,2.2,8.5,10,Food
280994,6.5,2.2,8.5,20,Food
280995,6.5,2.2,12.8,14,Food
280996,6.5,3.2,8.6,24,Food
280997,6.5,2,8.5,20,Food
280998,6.5,1.5,8,10,Food
280999,6.5,2.6,2.6,15,Food
281000,6.5,9,2.5,10,Food
281001,6.5,5,8.6,50,Food
281002,6.5,5,8.5,50,Food
281003,6.5,2.2,8.5,20,Food
281004,6.5,2.2,8.5,10,Food
281005,6.5,2,11.3,5,Food
281006,6.5,12,2.5,5,Food
281007,6.5,4.6,4.6,50,Food
281008,6.5,8.3,2,10,Food
281009,6.5,5,8.5,50,Food
281010,6.5,11,2,6,Food
281011,6.5,2,10,1,Food
281012,6.5,2.6,8.2,24,Food
281013,6.5,5.6,9,30,Food
281014,6.5,1.8,8.2,3,Food
281015,6.5,10.5,3,1,Food
281016,6.5,3.2,3.2,4,Food
281017,6.5,8.3,2,20,Food
281018,6.5,3,3,3,Food
281019,6.5,2.8,2.8,1,Food
281020,6.5,2.5,8.5,1,Food
281021,6.5,3,3,1,Food
281022,6.5,8,5.5,50,Food
281023,6.5,6.5,6.5,1,Food
281024,6.5,5.5,10.5,30,Food
281025,6.5,1.8,8.3,6,Food
281026,6.5,6.5,6.5,50,Food
281027,6.5,2.5,9,16,Food
281028,6.5,8.3,2,15,Food
281029,6.5,4.3,8.5,30,Food
281030,6.5,2.3,7.2,10,Food
281031,6.5,3.5,3.5,1,Food
281032,6.5,8.5,1.5,1,Food
281033,6.5,2,8.5,10,Food
281034,6.5,3,10.1,30,Food
281035,6.5,10.3,1.5,28,Food
281036,6.5,10.3,1.5,28,Food
281037,6.5,3,8.6,30,Food
281038,6.5,2.2,11.4,3,Food
281039,6.5,5,9.5,60,Food
281040,6.5,2.5,9.5,24,Food
281041,6.5,2.5,9.5,20,Food
281042,6.5,2,8.4,6,Food
281043,6.5,9.5,3,60,Food
281044,6.5,9.5,2,20,Food
281045,6.5,2,8,10,Food
281046,6.5,2.5,8.5,10,Food
281047,6.5,1.5,10.3,28,Food
281048,6.5,3,8,30,Food
281049,6.5,2.5,8.5,24,Food
281050,6.5,2.7,11.1,1,Food
281051,6.5,3.2,3.3,5,Food
281052,6.5,3.5,9.5,15,Food
281053,6.5,3,10,1,Food
281054,6.5,3.5,11.1,1,Food
281055,6.5,4.2,4.2,30,Food
281056,6.5,3.3,3,10,Food
281057,6.5,8.5,2.1,1,Food
281058,6.5,8.5,2.8,14,Food
281059,6.5,2.2,8.5,14,Food
281060,6.5,4.2,4.5,30,Food
281061,6.5,4.3,4.3,30,Food
281062,6.6,3.5,3.5,5,Food
281063,6.6,2.1,8.5,10,Food
281064,6.6,8.5,2.1,5,Food
281065,6.6,8.5,2.4,20,Food
281066,6.6,6.5,12.5,10,Food
281067,6.6,9,6.6,10,Food
281068,6.6,8.5,2.1,2,Food
281069,6.6,8.5,2.4,30,Food
281070,6.6,1.7,12.2,10,Food
281071,6.6,10.7,3.4,1,Food
281072,6.6,2.3,12,30,Food
281073,6.6,2.2,12.8,14,Food
281074,6.6,10.5,1.5,10,Food
281075,6.6,1.5,7.9,5,Food
281076,6.6,1.7,12.3,1,Food
281077,6.6,1.6,12.1,6,Food
281078,6.6,2.5,8.5,20,Food
281079,6.6,12.1,1.6,14,Food
281080,6.6,12.1,1.6,14,Food
281081,6.6,3,12.1,28,Food
281082,6.6,3,12.1,28,Food
281083,6.6,3,8.5,24,Food
281084,6.6,2,8.9,400,Food
281085,6.6,3.1,12.3,30,Food
281086,6.6,3,12.1,30,Food
281087,6.6,7.2,7.2,1,Food
281088,6.6,2.6,12.1,30,Food
281089,6.6,7.5,1.7,1,Food
281090,6.6,12.4,3,30,Food
281091,6.6,3,12.1,30,Food
281092,6.6,3,12.1,30,Food
281093,6.7,9.2,2,24,Food
281094,6.7,3,10,20,Food
281095,6.7,2.3,9.2,14,Food
281096,6.7,9,2,2,Food
281097,6.7,12.4,1.2,10,Food
281098,6.7,12.3,1.8,1,Food
281099,6.7,1.6,12,1,Food
281100,6.7,12.2,1.7,7,Food
281101,6.7,3.4,7.2,20,Food
281102,6.7,3.4,3,7,Food
281103,6.7,8,8,30,Food
281104,6.7,3.4,8.7,21,Food
281105,6.7,3.2,12.5,30,Food
281106,6.7,3.2,12.5,30,Food
281107,6.7,12.5,3.1,30,Food
281108,6.7,10.3,4.7,100,Food
281109,6.8,3,3,5,Food
281110,6.8,3,3,5,Food
281111,6.8,3,3,5,Food
281112,6.8,15.7,2.8,100,Food
281113,6.8,3,3,5,Food
281114,6.8,3,3,3,Food
281115,6.8,3,3,5,Food
281116,6.8,14.8,1,28,Food
281117,6.8,2,11,30,Food
281118,6.8,2,11,30,Food
281119,6.8,3,3,1,Food
281120,6.8,2.8,2.8,5,Food
281121,6.8,6.3,4.9,100,Food
281122,6.8,2,9.3,20,Food
281123,6.8,2.6,2.6,60,Food
281124,6.8,12.2,1.6,10,Food
281125,6.8,2.6,8.5,30,Food
281126,6.8,2.6,8.5,30,Food
281127,6.8,3.6,8.3,30,Food
281128,6.8,9,2,24,Food
281129,6.8,3.4,8.2,30,Food
281130,6.8,6.8,4.4,100,Food
281131,6.9,10,6.9,120,Food
281132,6.9,2.9,2.9,5,Food
281133,6.9,2.9,2.9,15,Food
281134,6.9,2.8,2.8,6,Food
281135,6.9,1.6,9.4,10,Food
281136,6.9,11.4,2.1,28,Food
281137,6.9,7.5,1.9,1,Food
281138,6.9,2.6,2.6,1,Food
281139,6.9,0.5,5.3,2,Food
281140,6.9,10,4,100,Food
281141,7,15.5,2.8,120,Food
281142,7,7,2.2,20,Food
281143,7,7,1.8,10,Food
281144,7,4.1,4.1,30,Food
281145,7,2.8,2.8,5,Food
281146,7,2.8,2.8,15,Food
281147,7,3,3,5,Food
281148,7,15.1,3.7,125,Food
281149,7,1.5,9.5,10,Food
281150,7,3,3,15,Food
281151,7,2.8,2.8,5,Food
281152,7,8.4,8.7,10,Food
281153,7,3.8,12.4,10,Food
281154,7,2,2,15,Food
281155,7,3.5,16,40,Food
281156,7,1.8,8,21,Food
281157,7,5.5,9,50,Food
281158,7,9.57,2.25,28,Food
281159,7,3,13.4,30,Food
281160,7,3,13.4,30,Food
281161,7,3.5,9,21,Food
281162,7,2.3,9.7,7,Food
281163,7,3,3,5,Food
281164,7,1.8,8,21,Food
281165,7,4.4,10.1,100,Food
281166,7,2,9,1,Food
281167,7,7,7,60,Food
281168,7,9.6,2.3,7,Food
281169,7,3,3,5,Food
281170,7,10.2,1.8,120,Food
281171,7,3,10,30,Food
281172,7,2,10,1,Food
281173,7,2,10,8,Food
281174,7,2.5,10,20,Food
281175,7,5.5,9,60,Food
281176,7,2,10,1,Food
281177,7,1.8,9.7,28,Food
281178,7,3.6,11.3,28,Food
281179,7,10.5,2,14,Food
281180,7,2,10.5,14,Food
281181,7,10.5,2,1,Food
281182,7,3,3,1,Food
281183,7,4,3,15,Food
281184,7,1.5,10.5,1,Food
281185,7,1.5,9,3,Food
281186,7,3.5,9,30,Food
281187,7,4,12.5,32,Food
281188,7,11.2,3,30,Food
281189,7,9.5,3,45,Food
281190,7,16,3.5,20,Food
281191,7,10,11,10,Food
281192,7,2,9,10,Food
281193,7,2,10,12,Food
281194,7,2.8,5.6,2,Food
281195,7,2,12.6,20,Food
281196,7,3.5,10.3,30,Food
281197,7,10,1.5,800,Food
281198,7,2,16.5,30,Food
281199,7,1.8,9.5,30,Food
281200,7,5.5,9.6,1,Food
281201,7,2,10.5,7,Food
281202,7,2,10.5,1,Food
281203,7,5,8.7,48,Food
281204,7,1.7,8.7,1,Food
281205,7,2,9,10,Food
281206,7,3,15,20,Food
281207,7,3.2,9,10,Food
281208,7,6.4,11,60,Food
281209,7,21,22,30,Food
281210,7,2.2,10,30,Food
281211,7,2,10,10,Food
281212,7,10,4,60,Food
281213,7,10,4,30,Food
281214,7,4.2,4.2,30,Food
281215,7,10,2,21,Food
281216,7,10,2,10,Food
281217,7,10,2,28,Food
281218,7.04,10.03,2.16,12,Food
281219,7.1,13,5,60,Food
281220,7.1,3.6,9,30,Food
281221,7.1,2.4,9,10,Food
281222,7.1,3.3,15.8,30,Food
281223,7.1,2.3,2.6,5,Food
281224,7.1,4.1,4.1,15,Food
281225,7.1,1.8,9,30,Food
281226,7.1,13,1.8,1,Food
281227,7.1,4,11.7,30,Food
281228,7.1,1.3,9,30,Food
281229,7.1,9,3.6,30,Food
281230,7.1,1.8,16,8,Food
281231,7.1,10.8,2.1,1,Food
281232,7.1,6.8,9,60,Food
281233,7.1,2.1,10.8,5,Food
281234,7.1,2.3,11.9,10,Food
281235,7.1,10.2,4.5,30,Food
281236,7.1,9.3,3.5,30,Food
281237,7.1,10.7,2.2,4,Food
281238,7.2,4.2,4.2,50,Food
281239,7.2,2.8,2.8,15,Food
281240,7.2,3,3,8,Food
281241,7.2,9.3,2.2,3,Food
281242,7.2,2.8,10.5,28,Food
281243,7.2,12.6,8.2,30,Food
281244,7.2,5.1,13,60,Food
281245,7.2,5.1,13,30,Food
281246,7.2,2.5,10.2,14,Food
281247,7.2,1.5,9.7,10,Food
281248,7.2,9.8,1.6,10,Food
281249,7.2,2.2,10.6,10,Food
281250,7.2,2,9,30,Food
281251,7.2,6,7,30,Food
281252,7.2,2,10,12,Food
281253,7.2,2,10,12,Food
281254,7.2,10.2,4.4,30,Food
281255,7.2,2,9.2,10,Food
281256,7.2,3.5,3.5,10,Food
281257,7.2,10.8,2.1,10,Food
281258,7.3,8,11,1,Food
281259,7.3,2.5,9,10,Food
281260,7.3,3,2.8,10,Food
281261,7.3,5.6,2.7,1,Food
281262,7.3,1.8,9.8,1,Food
281263,7.3,4,9.2,7,Food
281264,7.3,3,10.5,28,Food
281265,7.3,1.8,10.8,28,Food
281266,7.3,1.8,10.8,21,Food
281267,7.3,3,3,1,Food
281268,7.3,3,3,1,Food
281269,7.3,3,3,1,Food
281270,7.3,3,3,1,Food
281271,7.3,2,11,1,Food
281272,7.3,2,11,1,Food
281273,7.3,1.8,10.8,28,Food
281274,7.3,3,3,1,Food
281275,7.3,3.8,3,5,Food
281276,7.3,3,3,5,Food
281277,7.3,3.5,8.5,30,Food
281278,7.3,5.5,8.5,60,Food
281279,7.3,3,3,5,Food
281280,7.3,3,3,5,Food
281281,7.3,3,3,5,Food
281282,7.3,4,4,20,Food
281283,7.3,4,4,20,Food
281284,7.3,4,4,20,Food
281285,7.3,3,3,5,Food
281286,7.3,3,3,5,Food
281287,7.3,3.8,3,1,Food
281288,7.4,16,3.5,40,Food
281289,7.4,2,5.9,7,Food
281290,7.4,5.8,5.8,1,Food
281291,7.4,3,4,1,Food
281292,7.4,3,3.9,1,Food
281293,7.4,1.8,10,8,Food
281294,7.4,2.9,9.9,1,Food
281295,7.4,2.3,10,30,Food
281296,7.4,12.7,2,1,Food
281297,7.4,4.1,4.1,30,Food
281298,7.4,10,1.9,30,Food
281299,7.5,2.8,2.8,15,Food
281300,7.5,2.8,2.8,15,Food
281301,7.5,3,3,10,Food
281302,7.5,8.1,8.1,20,Food
281303,7.5,18.2,3.8,225,Food
281304,7.5,1.9,5.8,2,Food
281305,7.5,1.5,5.8,4,Food
281306,7.5,2.6,15.7,30,Food
281307,7.5,5,10,20,Food
281308,7.5,1.8,9.2,40,Food
281309,7.5,9.7,3,1,Food
281310,7.5,1.5,5.8,1,Food
281311,7.5,3.2,4,10,Food
281312,7.5,3.2,4,1,Food
281313,7.5,3,3,1,Food
281314,7.5,15,1.7,10,Food
281315,7.5,1.8,9.7,20,Food
281316,7.5,2.3,9.2,1,Food
281317,7.5,3,3,15,Food
281318,7.5,4.5,14,60,Food
281319,7.5,1.5,15,14,Food
281320,7.5,1.5,15,14,Food
281321,7.5,4,3.1,15,Food
281322,7.5,10.5,2.2,8,Food
281323,7.5,4,11.7,30,Food
281324,7.5,3.6,5.8,10,Food
281325,7.5,2.2,11.7,30,Food
281326,7.5,3,9.5,8,Food
281327,7.5,3.9,3,1,Food
281328,7.5,3.9,3,1,Food
281329,7.5,5,5,30,Food
281330,7.5,1.5,9.5,4,Food
281331,7.5,2.4,12.2,30,Food
281332,7.5,9.5,3,12,Food
281333,7.5,3.5,10.5,30,Food
281334,7.5,5,12,28,Food
281335,7.5,2.8,12.7,1,Food
281336,7.5,4.7,4.7,30,Food
281337,7.5,4.7,4.7,30,Food
281338,7.5,17.5,3.7,20,Food
281339,7.6,2,9.1,3,Food
281340,7.6,2.6,2.6,5,Food
281341,7.6,10,2.4,1,Food
281342,7.6,8,8,12,Food
281343,7.6,2.9,2.9,15,Food
281344,7.6,8.8,5.2,10,Food
281345,7.7,2.7,4.1,8,Food
281346,7.7,3.6,3.6,20,Food
281347,7.7,4.6,4.6,16,Food
281348,7.7,15,1.7,14,Food
281349,7.7,2.1,15.8,20,Food
281350,7.7,10.1,2.4,8,Food
281351,7.7,2,15.3,28,Food
281352,7.7,10.6,3,30,Food
281353,7.7,1.7,7,3,Food
281354,7.7,1.7,7,3,Food
281355,7.7,1.7,7,3,Food
281356,7.7,1.7,7,3,Food
281357,7.7,1.7,7,3,Food
281358,7.7,2,13.2,28,Food
281359,7.7,2.8,15.8,30,Food
281360,7.7,2.8,15.8,30,Food
281361,7.7,1.8,13.5,30,Food
281362,7.7,13.5,77,100,Food
281363,7.7,3.3,3,15,Food
281364,7.7,12.7,2.4,30,Food
281365,7.7,7.7,11,50,Food
281366,7.8,1.3,7.8,20,Food
281367,7.8,10.7,3,30,Food
281368,7.8,1.2,10.9,28,Food
281369,7.8,12.8,1.9,1,Food
281370,7.8,4.2,15.2,28,Food
281371,7.8,4.2,15.2,28,Food
281372,7.8,2.1,13.3,28,Food
281373,7.8,3.5,3.6,20,Food
281374,7.8,2.1,10.3,5,Food
281375,7.8,10.9,3.9,30,Food
281376,7.8,10.9,3.9,30,Food
281377,7.8,7.5,10.8,60,Food
281378,7.8,5,15.8,14,Food
281379,7.8,5,15.8,28,Food
281380,7.8,5,15.8,14,Food
281381,7.8,5,15.8,28,Food
281382,7.8,5,15.8,28,Food
281383,7.8,5,15.8,28,Food
281384,7.8,5,15.8,14,Food
281385,7.8,5,15.8,30,Food
281386,7.8,5,15.8,30,Food
281387,7.8,5,15.8,14,Food
281388,7.8,5,15.8,28,Food
281389,7.9,5,11.5,100,Food
281390,7.9,10.7,2.5,20,Food
281391,7.9,1.9,11,10,Food
281392,7.9,11,4.5,30,Food
281393,7.9,2,11,8,Food
281394,7.9,10.7,2.5,1,Food
281395,8,2.8,3,15,Food
281396,8,2.5,2.5,15,Food
281397,8,5.4,3.3,10,Food
281398,8,4.8,2.6,6,Food
281399,8,4.5,4.5,30,Food
281400,8,4.7,11.8,100,Food
281401,8,4.5,4.5,28,Food
281402,8,2.9,2.9,1,Food
281403,8,3,3,10,Food
281404,8,9.7,4.9,12,Food
281405,8,3,11.1,16,Food
281406,8,4,11.1,16,Food
281407,8,10.8,2.5,30,Food
281408,8,4,4,20,Food
281409,8,2,10.8,30,Food
281410,8,4,11,60,Food
281411,8,2,15.5,28,Food
281412,8,2,6,10,Food
281413,8,2,8.5,14,Food
281414,8,15.6,2.5,30,Food
281415,8,4.5,12.5,1,Food
281416,8,4,3,5,Food
281417,8,4.7,12,30,Food
281418,8,8,10,1,Food
281419,8,3,10.8,28,Food
281420,8,3,10.8,28,Food
281421,8,2,9,12,Food
281422,8,3,10.8,10,Food
281423,8,11.3,4.5,18,Food
281424,8,3,7,20,Food
281425,8,10.6,2.5,50,Food
281426,8,10.6,2.5,50,Food
281427,8,10.6,2.5,50,Food
281428,8,2.5,10.8,4,Food
281429,8,2.8,4,5,Food
281430,8,3,10.8,12,Food
281431,8,3,10.5,14,Food
281432,8,3,10.6,14,Food
281433,8,3,10.6,28,Food
281434,8,10.8,2,12,Food
281435,8,5.1,5.1,60,Food
281436,8,3,8,1,Food
281437,8,2,10.8,14,Food
281438,8,10.8,2,4,Food
281439,8,10.8,2,1,Food
281440,8,10.8,2,28,Food
281441,8,3.5,10.8,28,Food
281442,8,3,10,1,Food
281443,8,4.5,11,30,Food
281444,8,2.5,11,10,Food
281445,8,2.5,14,3,Food
281446,8,2,10.8,1,Food
281447,8,2,10.8,2,Food
281448,8,2,10.8,2,Food
281449,8,4,3,1,Food
281450,8,2.5,9.5,1,Food
281451,8,2.5,10.8,10,Food
281452,8,2.5,10.8,10,Food
281453,8,2.5,10.8,30,Food
281454,8,2,11,500,Food
281455,8,2.5,10.8,12,Food
281456,8,2.5,8.7,24,Food
281457,8,4.2,3.3,10,Food
281458,8,2,10.8,10,Food
281459,8,4,11,28,Food
281460,8,2,10,10,Food
281461,8,2.5,12.5,6,Food
281462,8,3.1,4.3,10,Food
281463,8,2.5,13,1,Food
281464,8,2.5,1.3,1,Food
281465,8,2.5,1.3,1,Food
281466,8,10.8,2.5,20,Food
281467,8,2.5,10,12,Food
281468,8,10.8,2,1,Food
281469,8,10.8,2.5,10,Food
281470,8,10.8,3.5,20,Food
281471,8,4.1,3,10,Food
281472,8,10.8,4.5,30,Food
281473,8,10.8,2,12,Food
281474,8,3.2,3,15,Food
281475,8,10.8,2,1,Food
281476,8,13.2,2.5,30,Food
281477,8,10.8,4,20,Food
281478,8,10.8,4.5,30,Food
281479,8,10.8,2,5,Food
281480,8,10.8,2,12,Food
281481,8,10.8,4.5,30,Food
281482,8,11,4,30,Food
281483,8,10.8,4.5,30,Food
281484,8,6.6,2.9,30,Food
281485,8.1,2,2,10,Food
281486,8.1,4,25.5,50,Food
281487,8.1,2.1,8.6,14,Food
